Title: ECSA-0w4HjPzIF1JB1B9INPVumIZ6NqWasTUC Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    0w4HjPzIF1JB1B9INPVumIZ6NqWasTUC.18Z


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home  tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
570              0.40    0.60         10.80    10.40    23.80   2.60       3.00       3.20  10.80  4.00        12.40            2.20           3.40        4.20       1.60           3.60        1.60     1.80         5.40
575              1.20    1.20         10.80     8.20    19.00   3.00       1.80       3.20  10.20  2.20        10.00            2.00           2.20        4.60       1.00           3.20        0.80     0.40         5.20
580              1.20    1.60         12.20     8.60    24.60   1.80       2.60       3.20  10.20  4.00        11.60            2.60           4.40        4.80       1.00           3.60        1.40     1.60         3.80
585              1.00    1.00         11.40    10.00    24.60   2.80       2.00       2.40  10.20  2.80        14.20            2.20           3.40        6.40       2.40           2.20        1.20     1.40         5.80
590              1.80    1.80         11.80    10.60    23.20   2.80       2.60       3.80   9.80  2.60        11.00            2.80           2.20        3.60       1.20           3.60        1.20     1.40         5.00
595              0.40    1.80         10.60     8.40    20.60   1.80       2.20       3.40   8.80  4.00         8.40            2.00           3.80        5.20       1.60           3.00        2.40     1.80         3.60
600              2.20    1.40         12.00    11.40    23.20   2.80       2.60       2.60   9.60  2.80        12.80            2.40           2.80        3.60       1.00           3.40        1.80     1.80         3.60
605              2.00    1.00         11.00    10.60    22.20   2.40       2.80       2.80  10.00  2.60        11.40            3.00           2.60        3.80       1.40           2.40        0.80     1.00         5.00
610              1.20    1.60          9.00     7.60    21.80   2.40       2.80       3.40   8.60  4.00        11.00            2.60           3.60        5.20       1.00           3.80        1.20     1.00         4.60
615              0.80    0.40         12.00    10.40    23.60   2.60       2.60       2.80  11.20  2.20        11.60            2.80           2.60        4.60       1.20           2.80        1.00     1.20         3.80
620              1.60    1.60         11.80     9.00    21.60   2.60       1.60       3.00  10.00  3.00        10.40            2.00           3.00        3.80       2.20           2.00        1.40     1.20         5.20
625              0.80    1.80         10.60     8.60    21.80   2.20       2.40       3.80   8.60  3.20        11.20            1.60           2.80        4.00       0.80           4.60        1.80     2.00         3.40
630              1.80    1.40         10.40    10.60    22.40   2.20       2.40       2.40   9.20  4.00        12.40            3.00           4.20        5.20       1.60           3.00        1.40     1.40         6.00
635              1.40    0.60          9.40    10.40    18.40   3.40       2.40       2.60   9.20  2.00        11.60            2.40           2.00        4.80       1.80           2.20        0.40     0.40         4.80
640              1.00    2.40         12.20     8.80    27.00   2.40       3.00       2.80   9.40  2.40        11.40            2.80           2.80        4.20       1.40           2.20        2.20     2.20         4.00
645              1.60    1.60         12.00     9.80    22.20   2.80       2.60       2.80  10.60  2.80        10.00            3.20           3.00        4.80       1.40           2.60        2.00     2.00         3.40
650              1.80    1.40         10.20    10.20    20.80   1.80       2.80       3.00   8.80  3.00        12.60            2.20           3.20        3.20       0.60           4.00        1.20     1.40         4.20
655              1.80    0.80         11.00    10.40    22.00   4.20       2.40       2.20  10.00  3.20        11.20            2.80           2.20        3.60       1.40           2.00        1.20     1.20         4.00
660              0.60    1.40         13.20     8.80    23.80   1.80       1.80       3.60  12.00  2.40        10.60            1.40           3.00        5.20       2.00           3.20        1.20     0.80         4.60
665              2.00    1.80         10.60     9.20    22.40   2.40       2.60       4.20   9.20  4.60         9.60            2.80           4.40        4.60       1.20           4.40        1.60     1.80         4.00
