"","Time","createOrder","basket","getCatalogue","getItem","getCart","login","getOrders","catalogue","home","tags","getCustomer","viewOrdersPage","cataloguePage","getRelated","addToCart","catalogueSize","getAddress","getCard","showDetails","NA"
"416","145","0.010637","0.001215","0.003534","0.005108","0.902635","0.365406","0.006954","0.001291","0.001346","0.002628","0.003699","0.001171","0.004158","0.011083","0.001229","0.003410","0.009437","0.009801","0.001250",""
"417","150","0.021493","0.001851","0.004327","0.005720","0.804108","0.276901","0.008085","0.001263","0.001549","0.004006","0.006360","0.001585","0.003588","0.005027","0.001209","0.010048","0.003383","0.003543","0.002114",""
"418","155","0.015053","0.001223","0.003477","0.004272","0.932188","0.435263","0.006982","0.001085","0.001365","0.003149","0.006718","0.001177","0.003357","0.004808","0.001236","0.008801","0.014148","0.003353","0.001335",""
"419","160","0.011405","0.001559","0.004543","0.003812","1.218630","0.510586","0.007412","0.002180","0.001646","0.003241","0.006620","0.001462","0.004472","0.007013","0.002073","0.004911","0.008831","0.004496","0.001767",""
"420","165","0.007982","0.001622","0.003980","0.006616","0.805854","1.013298","0.007692","0.002742","0.001631","0.003862","0.006133","0.001336","0.003800","0.003533","0.001842","0.007605","0.003467","0.003049","0.001667",""
"421","170","0.007884","0.001287","0.003664","0.006646","1.058562","1.045166","0.008594","0.002502","0.001511","0.002756","0.004413","0.001100","0.004579","0.003758","0.006529","0.003583","0.003575","0.003378","0.002141",""
"422","175","0.008975","0.001174","0.003897","0.004682","0.967331","0.894890","0.006876","0.001820","0.001284","0.003211","0.006276","0.002281","0.004247","0.005841","0.001754","0.004307","0.003869","0.003565","0.001415",""
"423","180","0.008551","0.003114","0.004254","0.008147","1.473455","0.595491","0.015753","0.001436","0.001836","0.003335","0.007139","0.002165","0.004004","0.005623","0.007066","0.003990","0.003383","0.003342","0.001447",""
"424","185","0.011329","0.001574","0.004157","0.004524","0.738462","0.789199","0.007039","0.001698","0.001515","0.003109","0.007746","0.001524","0.005903","0.004768","0.007709","0.003631","0.004407","0.004123","0.001366",""
"425","190","0.007489","0.001148","0.003496","0.004400","0.936975","0.508210","0.006723","0.001458","0.001473","0.002850","0.006564","0.001297","0.003331","0.003351","0.001665","0.006463","0.003374","0.003717","0.001275",""
"426","195","0.007085","0.001804","0.004087","0.005739","0.563761","0.222398","0.007757","0.001328","0.001421","0.002943","0.004337","0.001180","0.004723","0.003938","0.001195","0.004251","0.003434","0.003329","0.001378",""
"427","200","0.007010","0.001474","0.003406","0.004345","0.764244","0.204958","0.006515","0.001542","0.001274","0.008445","0.006996","0.001282","0.003484","0.003609","0.001307","0.003534","0.003248","0.003395","0.001235",""
"428","205","0.009840","0.001797","0.003815","0.006383","1.213235","0.887867","0.011058","0.001128","0.001383","0.002988","0.007629","0.001213","0.003576","0.007035","0.001287","0.007312","0.003554","0.003765","0.001439",""
"429","210","0.006877","0.001210","0.003758","0.004712","0.889746","0.397767","0.007741","0.001270","0.001217","0.002778","0.005284","0.001733","0.004841","0.003936","0.001574","0.003730","0.004394","0.003241","0.001482",""
"430","215","0.006508","0.001797","0.003848","0.006686","0.774575","0.527884","0.012840","0.001485","0.001555","0.003678","0.003850","0.001872","0.003225","0.004969","0.001224","0.003363","0.004560","0.003223","0.001355",""
"431","220","0.019531","0.001401","0.003940","0.003789","0.751209","0.445211","0.012730","0.001261","0.001422","0.009751","0.005393","0.001409","0.003480","0.006150","0.001310","0.003680","0.004132","0.003270","0.001364",""
"432","225","0.006891","0.001430","0.003870","0.004409","1.658217","0.792011","0.006270","0.001240","0.001195","0.005594","0.003578","0.001157","0.003258","0.003714","0.001343","0.007106","0.004074","0.008956","0.001280",""
"433","230","0.010015","0.001278","0.004058","0.005054","0.109367","0.037089","0.010500","0.001696","0.001238","0.003069","0.005320","0.001760","0.004107","0.003759","0.005759","0.006223","0.007752","0.003433","0.001393",""
"434","235","0.007012","0.001312","0.003900","0.003741","0.224966","0.097395","0.009286","0.001845","0.001380","0.003668","0.003316","0.001688","0.003816","0.003392","0.001228","0.003353","0.003358","0.004047","0.001245",""
"435","240","0.007190","0.001569","0.004107","0.003771","0.454840","0.110473","0.006885","0.001236","0.001260","0.002928","0.006076","0.001177","0.004187","0.008172","0.001201","0.007920","0.003834","0.003336","0.001745",""
"436","245","0.012477","0.001889","0.003638","0.004381","0.261627","0.173442","0.006507","0.001460","0.001546","0.005027","0.003755","0.001375","0.003496","0.009020","0.001294","0.003803","0.004360","0.003781","0.001429",""
"437","250","0.006377","0.001845","0.003963","0.004081","0.848339","0.447202","0.006620","0.001434","0.001444","0.003467","0.005340","0.001633","0.003985","0.008614","0.002413","0.003634","0.007337","0.015713","0.001348",""
"438","255","0.006274","0.001285","0.003804","0.004223","1.833005","0.035917","0.019802","0.001318","0.001334","0.003001","0.003314","0.001620","0.003719","0.003571","0.001340","0.009176","0.003217","0.004298","0.001598",""
"439","260","0.006940","0.005722","0.003674","0.003686","0.638284","0.452700","0.009969","0.001195","0.001363","0.003580","0.004530","0.001151","0.003986","0.007255","0.001321","0.004025","0.013918","0.003373","0.001512",""
"440","265","0.006012","0.002418","0.003759","0.006730","0.571541","0.128912","0.006163","0.001690","0.001292","0.004056","0.006025","0.001368","0.004099","0.003717","0.001146","0.003974","0.003789","0.012181","0.001687",""
"441","270","0.017168","0.001261","0.003895","0.005411","0.245240","0.070041","0.006341","0.001076","0.001406","0.006530","0.005585","0.001161","0.003944","0.004361","0.001203","0.003737","0.007965","0.008056","0.001790",""
"442","275","0.006577","0.001616","0.003664","0.003760","0.179607","0.072948","0.006754","0.001321","0.001542","0.006169","0.005869","0.001564","0.003819","0.003556","0.001226","0.003460","0.005170","0.004576","0.001192",""
"443","280","0.012048","0.001349","0.003618","0.006056","0.274223","0.141162","0.006124","0.001135","0.001221","0.002556","0.004759","0.001697","0.003541","0.009133","0.001203","0.003883","0.015382","0.012850","0.002335",""
"444","285","0.007069","0.001563","0.003680","0.005732","0.823641","0.335018","0.013829","0.001625","0.001539","0.006320","0.005487","0.002148","0.003891","0.007189","0.006577","0.007102","0.003611","0.004412","0.001323",""
"445","290","0.005928","0.001157","0.003574","0.003555","1.130328","0.272174","0.009201","0.001219","0.001287","0.002794","0.006287","0.001125","0.004022","0.006888","0.001332","0.003861","0.004686","0.003378","0.001545",""
"446","295","0.006341","0.001383","0.004015","0.004812","0.711179","0.335545","0.007263","0.004024","0.001441","0.005803","0.004936","0.002197","0.004157","0.003534","0.001456","0.007347","0.008149","0.003592","0.001313",""
"447","300","0.006644","0.002173","0.003617","0.004448","0.116114","0.074284","0.008905","0.001078","0.001368","0.002938","0.005568","0.001738","0.004258","0.003396","0.001798","0.003336","0.007931","0.004345","0.001502",""
"448","305","0.006637","0.001571","0.003898","0.004050","0.568338","0.134144","0.008229","0.001207","0.001613","0.003580","0.004809","0.002309","0.004111","0.003824","0.001648","0.003846","0.003250","0.003140","0.001553",""
"449","310","0.006485","0.001191","0.003459","0.003176","0.267685","0.121641","0.006671","0.001042","0.001297","0.005676","0.004502","0.001154","0.003332","0.005853","0.001167","0.003560","0.003666","0.003460","0.001237",""
"450","315","0.006568","0.001415","0.004101","0.005868","0.044184","0.027890","0.007424","0.001356","0.001722","0.003760","0.006432","0.002368","0.003684","0.003378","0.001222","0.004707","0.005177","0.003456","0.001219",""
"451","320","0.006148","0.001749","0.003779","0.004495","0.183832","0.132905","0.011907","0.001178","0.001164","0.003172","0.003529","0.001243","0.004556","0.003180","0.005462","0.007488","0.004335","0.004217","0.001378",""
"452","325","0.006462","0.001183","0.004386","0.005012","0.534034","0.193391","0.006979","0.001552","0.001412","0.004055","0.004446","0.002358","0.004292","0.005047","0.008154","0.008322","0.005245","0.004292","0.001294",""
"453","330","0.008344","0.003132","0.003900","0.005955","0.196801","0.083680","0.006064","0.001522","0.001548","0.003202","0.004882","0.001175","0.003616","0.007059","0.001147","0.003844","0.007475","0.007359","0.001327",""
"454","335","0.006427","0.001284","0.004413","0.005825","0.158533","0.070982","0.008717","0.001242","0.001779","0.005502","0.006052","0.001388","0.003558","0.006318","0.001172","0.006248","0.007543","0.004432","0.001834",""
"455","340","0.007279","0.001582","0.003867","0.004561","0.186418","0.053400","0.008775","0.001222","0.001577","0.003908","0.006276","0.001690","0.003515","0.008190","0.004094","0.003417","0.003087","0.009943","0.001424",""
"456","345","0.006751","0.001846","0.003583","0.004335","0.156381","0.070022","0.006575","0.001071","0.001146","0.006826","0.007232","0.001365","0.003663","0.005009","0.001156","0.003224","0.003442","0.003362","0.001130",""
"457","350","0.005942","0.002998","0.003673","0.005356","0.299420","0.051028","0.008640","0.001401","0.001629","0.002883","0.005143","0.001513","0.004142","0.005183","0.001222","0.007119","0.005526","0.003223","0.001580",""
"458","355","0.005873","0.001141","0.004564","0.004217","0.701666","0.314980","0.007322","0.001315","0.001248","0.002928","0.007095","0.001907","0.003272","0.005897","0.002052","0.003300","0.002915","0.003293","0.001432",""
"459","360","0.006228","0.001377","0.003810","0.007653","1.111610","0.327152","0.007349","0.001463","0.001423","0.003229","0.003768","0.001129","0.003645","0.006030","0.001297","0.008743","0.005420","0.003235","0.001521",""
"460","365","0.005661","0.001236","0.004035","0.005818","0.654809","0.098878","0.006574","0.001700","0.001666","0.002925","0.005512","0.001395","0.004273","0.003783","0.001127","0.003045","0.003896","0.004028","0.001149",""
"461","370","0.006258","0.001535","0.004146","0.005344","0.270235","0.161791","0.008576","0.001058","0.001712","0.002771","0.008931","0.001259","0.003776","0.007732","0.010659","0.008554","0.012508","0.003337","0.001423",""
"462","375","0.014807","0.001626","0.004068","0.007371","0.522998","0.214882","0.006549","0.001270","0.001255","0.003443","0.004344","0.001016","0.003682","0.003941","0.007536","0.007525","0.004096","0.002968","0.001020",""
"463","380","0.005894","0.001454","0.003754","0.006890","0.735901","0.552963","0.006249","0.001257","0.001618","0.006115","0.004383","0.001265","0.004426","0.005803","0.002511","0.003340","0.003262","0.003121","0.002003",""
"464","385","0.007079","0.001248","0.003717","0.004263","0.755157","0.303088","0.008654","0.001850","0.001318","0.002703","0.005080","0.001166","0.004320","0.005368","0.001201","0.003762","0.004580","0.003811","0.001303",""
"465","390","0.006545","0.001317","0.003730","0.004080","0.466200","0.304531","0.006242","0.001773","0.001455","0.005996","0.005409","0.001223","0.004623","0.003748","0.001700","0.006116","0.003680","0.004149","0.001580",""
"466","395","0.005844","0.001349","0.003556","0.006146","0.178006","0.136881","0.006882","0.001080","0.001381","0.006394","0.007008","0.001234","0.003543","0.003582","0.001247","0.003737","0.003454","0.003467","0.001344",""
"467","400","0.005173","0.001354","0.003782","0.003749","0.187544","0.059324","0.010913","0.001169","0.001650","0.002913","0.006195","0.001030","0.003173","0.003998","0.004946","0.005715","0.009173","0.011238","0.001228",""
"468","405","0.006000","0.001978","0.003870","0.003416","0.108753","0.039086","0.006310","0.001219","0.001381","0.007802","0.006802","0.001142","0.003656","0.006082","0.001241","0.003517","0.003091","0.003580","0.001310",""
"469","410","0.016139","0.001235","0.003725","0.007881","0.176274","0.073296","0.013457","0.001422","0.001370","0.009181","0.005229","0.001416","0.003665","0.005754","0.001204","0.006547","0.003460","0.003386","0.001357",""
"470","415","0.012633","0.001331","0.003732","0.003629","0.086208","0.088702","0.006464","0.002667","0.001369","0.003478","0.004955","0.001275","0.004108","0.003638","0.005609","0.007291","0.006868","0.003287","0.001943",""
"471","420","0.006099","0.001197","0.003360","0.004245","0.115613","0.068971","0.006785","0.001603","0.001560","0.003427","0.004240","0.001637","0.003876","0.003098","0.001766","0.003287","0.003333","0.007518","0.001280",""
"472","425","0.006356","0.002508","0.004107","0.005933","0.065743","0.014878","0.007466","0.004156","0.001358","0.003153","0.005389","0.001577","0.005194","0.005763","0.001192","0.009125","0.004114","0.013755","0.001693",""
"473","430","0.006642","0.001397","0.003500","0.006375","0.152221","0.085856","0.008340","0.001184","0.001426","0.003010","0.004284","0.001700","0.003075","0.004477","0.006592","0.003233","0.012333","0.003712","0.001780",""
"474","435","0.013183","0.001200","0.003752","0.006919","0.271890","0.087270","0.005792","0.001437","0.001317","0.002987","0.003682","0.001095","0.003440","0.007592","0.001853","0.003796","0.004239","0.003800","0.001399",""
"475","440","0.006252","0.001297","0.003585","0.006169","0.459135","0.177874","0.008655","0.000972","0.001241","0.007709","0.004871","0.001320","0.003306","0.003757","0.001806","0.003436","0.004242","0.003681","0.001435",""
"476","445","0.013692","0.001674","0.003591","0.006652","0.583767","0.284889","0.008798","0.001914","0.001504","0.003158","0.004659","0.002126","0.003484","0.006133","0.001465","0.003212","0.004189","0.003995","0.001189",""
"477","450","0.006070","0.001121","0.003505","0.003746","1.441943","0.895601","0.006184","0.001330","0.001407","0.007741","0.003832","0.001118","0.004113","0.003207","0.000000","0.003652","0.003787","0.003577","0.001151",""
"478","455","0.005573","0.001240","0.003394","0.006431","1.598197","0.496694","0.007289","0.001561","0.001586","0.004508","0.005398","0.001298","0.003821","0.006053","0.016343","0.003931","0.003699","0.013383","0.001253",""
"479","460","0.005162","0.001197","0.003203","0.005241","1.724979","1.005800","0.005717","0.001174","0.001254","0.002663","0.003286","0.001326","0.003441","0.003585","0.001524","0.009513","0.000000","0.004428","0.001217",""
"480","465","0.006167","0.001240","0.003662","0.004570","1.038435","0.446400","0.011810","0.001163","0.001420","0.006986","0.004946","0.001216","0.003476","0.008511","0.011010","0.004156","0.012976","0.003335","0.001569",""
"481","470","0.006418","0.001092","0.003375","0.006734","0.505077","0.173756","0.008028","0.001046","0.001285","0.002719","0.003632","0.001107","0.003193","0.007794","0.001129","0.003791","0.009622","0.005060","0.001213",""
"482","475","0.008696","0.001541","0.003647","0.003723","2.085902","1.030669","0.006287","0.001813","0.001367","0.004921","0.003935","0.001826","0.003719","0.004484","0.001578","0.003614","0.004144","0.003339","0.001266",""
"483","480","0.006107","0.001267","0.003839","0.004283","1.116241","0.335550","0.006051","0.001275","0.001199","0.003065","0.005326","0.001279","0.003393","0.006338","0.006621","0.007594","0.003173","0.003352","0.001699",""
"484","485","0.005415","0.001470","0.003713","0.003522","0.578073","0.350646","0.006210","0.001355","0.001193","0.003184","0.005538","0.001165","0.003453","0.003288","0.001295","0.004028","0.003393","0.015944","0.001457",""
"485","490","0.005771","0.001535","0.003647","0.005447","1.715050","0.895562","0.008778","0.002895","0.001391","0.003379","0.007769","0.001555","0.003492","0.004041","0.001315","0.003053","0.003280","0.003201","0.001515",""
"486","495","0.005757","0.001297","0.003562","0.003451","1.563930","0.703246","0.005388","0.001504","0.001311","0.002843","0.003307","0.000985","0.003341","0.004212","0.008950","0.003526","0.004030","0.003974","0.001265",""
"487","500","0.015943","0.001585","0.003897","0.004298","0.940425","0.328413","0.009817","0.001492","0.001301","0.005243","0.005147","0.001308","0.003624","0.005847","0.001751","0.003775","0.003481","0.003415","0.001323",""
"488","505","0.005501","0.001509","0.003409","0.005370","0.048388","0.016763","0.008648","0.001323","0.001266","0.006748","0.006806","0.001195","0.003353","0.003722","0.001243","0.005682","0.003181","0.003396","0.001290",""
"489","510","0.005383","0.001567","0.004252","0.007299","0.144144","0.062461","0.010371","0.001169","0.001489","0.004673","0.004394","0.001233","0.003926","0.006785","0.001372","0.004406","0.004048","0.003777","0.001664",""
"490","515","0.011419","0.001586","0.003567","0.004080","0.163413","0.070812","0.006525","0.001891","0.001356","0.002830","0.005366","0.001309","0.004072","0.003503","0.001174","0.003695","0.010772","0.010531","0.001521",""
"491","520","0.006937","0.001178","0.004086","0.005562","0.381418","0.121794","0.010164","0.001360","0.001407","0.003488","0.003830","0.001482","0.004911","0.005059","0.001242","0.010258","0.010916","0.004006","0.001840",""
"492","525","0.012422","0.001264","0.003868","0.004303","0.385451","0.282062","0.006054","0.001646","0.001780","0.007292","0.005603","0.001346","0.003609","0.004499","0.006069","0.003519","0.005437","0.003150","0.001451",""
"493","530","0.005528","0.001375","0.003545","0.004275","0.532018","0.209193","0.006677","0.001210","0.001436","0.006255","0.003605","0.001366","0.003409","0.003760","0.007459","0.003461","0.003508","0.003380","0.001804",""
"494","535","0.005778","0.001338","0.003596","0.003470","0.567202","0.059671","0.011211","0.001218","0.001459","0.009047","0.005971","0.001572","0.003317","0.003633","0.001291","0.003240","0.005151","0.003263","0.001240",""
"495","540","0.019124","0.002384","0.004235","0.004258","0.303566","0.043908","0.006315","0.001480","0.001528","0.006999","0.005955","0.001234","0.003772","0.003822","0.001146","0.003356","0.004890","0.003826","0.001336",""
"496","545","0.006253","0.003492","0.003963","0.004992","0.227981","0.032459","0.005726","0.001354","0.001339","0.006671","0.003538","0.001287","0.003695","0.003819","0.001240","0.004475","0.006509","0.003109","0.001288",""
"497","550","0.012754","0.001494","0.003518","0.004583","0.252036","0.094272","0.005783","0.002544","0.001922","0.002828","0.004541","0.001123","0.004264","0.011321","0.004650","0.008844","0.003313","0.012609","0.001384",""
"498","555","0.006177","0.001344","0.004183","0.005722","0.287130","0.109928","0.007422","0.001540","0.001393","0.005756","0.004830","0.001131","0.003995","0.003275","0.001246","0.004030","0.007175","0.003858","0.001643",""
"499","560","0.006208","0.001647","0.003153","0.004892","0.278510","0.194070","0.005343","0.001360","0.001627","0.006326","0.006239","0.001171","0.003390","0.003234","0.001164","0.003549","0.003656","0.003218","0.001379",""
"500","565","0.006651","0.001931","0.004444","0.007170","0.126593","0.057771","0.007856","0.002643","0.001640","0.011164","0.005953","0.002250","0.003407","0.007374","0.001181","0.003652","0.003345","0.004457","0.002150",""
"501","570","0.005546","0.001563","0.003212","0.004841","0.046843","0.022947","0.005775","0.001172","0.001663","0.003181","0.004694","0.001399","0.003492","0.005372","0.001160","0.003346","0.003296","0.003923","0.001610",""
"502","575","0.007928","0.001668","0.003521","0.005458","0.037257","0.022963","0.005538","0.001437","0.001375","0.004663","0.004843","0.001206","0.004557","0.005046","0.001346","0.003546","0.003488","0.003470","0.001985",""
"503","580","0.013172","0.001831","0.003436","0.006138","0.211839","0.046912","0.008141","0.001206","0.001179","0.008301","0.006398","0.001148","0.003476","0.003564","0.001546","0.006154","0.008606","0.003867","0.001637",""
"504","585","0.007565","0.001470","0.003537","0.006377","0.123049","0.018061","0.009491","0.001131","0.001492","0.008864","0.003998","0.001174","0.003958","0.006550","0.001566","0.003400","0.004075","0.008589","0.001327",""
"505","590","0.005622","0.001396","0.004326","0.005802","0.205861","0.061548","0.005788","0.001602","0.001306","0.002733","0.003718","0.001160","0.003452","0.005350","0.001158","0.004145","0.003248","0.009149","0.001166",""
"506","595","0.005827","0.002823","0.003554","0.004297","0.151659","0.103728","0.007001","0.001030","0.001270","0.003233","0.003977","0.001648","0.004431","0.004534","0.014123","0.003795","0.003441","0.010169","0.001297",""
"507","600","0.008289","0.001421","0.003753","0.007271","0.348855","0.113113","0.006098","0.001097","0.001522","0.002687","0.005331","0.001204","0.003422","0.004307","0.001224","0.003469","0.003465","0.004711","0.001451",""
"508","605","0.005326","0.002121","0.003569","0.005679","0.445384","0.209885","0.005521","0.001501","0.001960","0.002773","0.004321","0.001075","0.003798","0.006358","0.001692","0.004443","0.003531","0.002836","0.001456",""
"509","610","0.005273","0.001591","0.003531","0.006597","0.623144","0.275476","0.010646","0.001442","0.001186","0.002930","0.004985","0.001463","0.003457","0.003074","0.001145","0.003309","0.009224","0.008184","0.001545",""
"510","615","0.006391","0.001119","0.003502","0.006735","0.587277","0.262640","0.005701","0.001405","0.001321","0.004840","0.005640","0.001843","0.004008","0.003936","0.007764","0.006859","0.003572","0.002814","0.001504",""
"511","620","0.006491","0.001115","0.003633","0.006429","1.165672","0.798960","0.006956","0.001605","0.001171","0.005002","0.003926","0.001058","0.003146","0.007604","0.001134","0.005670","0.002900","0.004010","0.001341",""
"512","625","0.018106","0.002229","0.004439","0.004246","1.369535","0.294262","0.014707","0.001554","0.001412","0.002892","0.004945","0.001897","0.003228","0.003791","0.001697","0.009321","0.013023","0.003231","0.001909",""
"513","630","0.007429","0.001171","0.003362","0.002970","2.032712","1.567973","0.005514","0.001376","0.001166","0.003345","0.003232","0.001058","0.003412","0.003627","0.001303","0.003253","0.009320","0.003042","0.001154",""
"514","635","0.006401","0.003304","0.003561","0.004686","3.438328","4.198222","0.005906","0.001327","0.001422","0.002833","0.006881","0.001073","0.003297","0.003533","0.001127","0.003540","0.003019","0.008766","0.001116",""
"515","640","0.011180","0.002684","0.003561","0.004626","0.451438","0.198792","0.006122","0.001449","0.001373","0.002937","0.005616","0.001308","0.004178","0.005872","0.007692","0.003927","0.010434","0.003056","0.001399",""
"516","645","0.005039","0.001354","0.003539","0.004438","0.185879","0.100069","0.008147","0.000998","0.001406","0.002635","0.004549","0.001404","0.003081","0.006168","0.001365","0.004478","0.008150","0.003019","0.001272",""
"517","650","0.005454","0.001770","0.003859","0.006204","0.140285","0.064899","0.007722","0.001389","0.001622","0.005275","0.005465","0.001224","0.003796","0.003757","0.001357","0.005858","0.003598","0.003750","0.001362",""
"518","655","0.008251","0.001488","0.003567","0.006288","0.232909","0.042764","0.008986","0.001299","0.001363","0.008663","0.004763","0.001086","0.003512","0.003471","0.001129","0.004740","0.006521","0.003188","0.001020",""
"519","660","0.005362","0.001159","0.003428","0.005407","0.180205","0.076618","0.010275","0.001200","0.001315","0.004574","0.004211","0.001171","0.004110","0.003970","0.001872","0.005453","0.004059","0.003710","0.001175",""
"520","665","0.005188","0.001478","0.003415","0.003392","0.063490","0.010774","0.005759","0.001317","0.001282","0.005626","0.003993","0.001646","0.003844","0.005291","0.001118","0.007026","0.003814","0.003525","0.001888",""
"521","670","0.005766","0.001535","0.004048","0.004723","0.048812","0.020720","0.010876","0.001249","0.001473","0.003153","0.003729","0.001233","0.003161","0.006844","0.001419","0.003476","0.003665","0.003093","0.001349",""
