Title: ECSA-2fkQdZD7V7Kvw7VSttuxB3w6KHiO4QeW Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    2fkQdZD7V7Kvw7VSttuxB3w6KHiO4QeW.14B


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home   tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
615              2.60    1.80         25.40    22.60    52.00   7.80       7.40       6.40  23.60   7.40        29.00            6.40           8.40        7.80       2.00           7.60        1.60     1.80        11.20
620              1.60    2.40         29.20    21.00    56.80   4.60       6.40       7.80  27.60   7.20        26.80            5.60           7.00       12.80       5.00           6.40        2.40     2.60        11.00
625              2.80    3.80         27.00    22.00    53.80   7.20       4.80       7.80  24.00   6.80        25.80            5.20           7.60        9.40       2.40           7.60        2.40     2.60        10.60
630              2.60    2.60         25.60    19.60    50.20   6.00       5.80       6.80  22.00   9.20        24.40            6.20           8.20       10.40       2.60           7.60        3.80     4.00        10.00
635              2.40    2.00         26.80    24.00    54.20   6.00       6.00       7.80  22.20   7.80        30.20            5.80           7.60       11.40       4.00           7.40        2.00     2.00        12.60
640              3.00    4.00         25.60    20.60    55.00   5.00       5.80       6.40  24.60   6.60        25.20            6.20           6.80       11.20       1.80           6.80        2.60     3.00         9.60
645              2.00    3.60         29.20    21.40    54.60   7.80       4.40       8.40  27.60   6.80        25.40            4.20           6.80       11.60       3.40           7.60        4.00     3.40        10.00
650              3.00    2.40         30.00    21.40    55.40   6.60       6.80       8.60  23.20   8.60        24.20            7.40           7.80        9.00       2.80          10.00        3.20     3.20        10.60
655              4.00    3.00         23.60    24.60    53.60   5.40       7.40       6.80  21.80   7.60        31.40            7.60           8.80        8.60       3.40           5.80        2.40     2.20        12.20
660              3.00    3.20         25.60    26.60    54.00   5.00       6.00       6.20  23.80   6.60        28.80            5.40           7.00       13.00       2.80           6.00        3.00     3.20         9.60
665              3.00    2.60         30.80    19.80    53.20   8.40       4.80       7.20  26.60   7.20        24.00            6.00           4.80       11.40       3.40           8.60        4.00     3.40         9.00
670              2.80    3.60         26.20    21.40    56.00   6.80       7.20       7.60  24.00   6.80        25.00            6.60           9.40        8.60       2.80           7.20        2.60     3.00        10.60
675              3.60    3.80         25.00    25.60    51.00   6.80       7.60       6.40  21.60   5.60        30.00            7.20           5.40       10.40       3.00           5.40        2.60     3.00        10.00
680              2.80    2.60         29.80    22.40    57.40   6.80       7.00       7.80  27.00   8.20        26.20            6.20           7.40       10.00       3.20           7.40        4.00     3.40         9.60
685              3.20    3.00         27.80    21.40    52.20   5.60       6.40       7.00  24.60   6.80        26.40            6.20           6.80       10.40       2.80           7.40        3.20     3.60        10.20
690              3.80    2.20         26.80    24.60    54.40   6.00       6.60       6.60  22.20   7.60        26.60            7.80           7.40        9.20       3.60           6.80        2.40     2.20         9.40
695              2.80    3.20         24.20    22.00    52.00   7.20       5.60       7.20  23.40   8.00        27.60            6.80           7.60        8.80       3.20           7.80        3.40     3.60        11.00
700              2.20    3.60         27.20    23.80    55.00   7.00       7.60       6.20  25.60   4.80        28.20            5.80           6.20       11.20       2.40           6.60        3.20     3.00        11.00
705              3.60    2.80         31.60    22.00    56.00   5.60       4.20       9.20  24.20   9.20        23.60            5.00           8.80       12.00       4.80           7.60        2.80     2.40        10.40
710              2.60    3.00         24.80    20.80    53.80   6.00       5.80       8.40  23.40   8.60        28.20            4.80           8.80        7.80       1.00           9.40        2.20     2.60        10.00
715              3.20    3.00         24.40    24.20    53.40   5.60       6.80       7.40  21.80   7.80        28.00            7.40           7.20       12.20       4.00           7.80        4.20     4.40        12.80
720              3.80    3.20         23.80    27.20    55.00   7.00       6.40       5.00  23.00   5.80        31.40            6.00           6.00       11.40       4.60           5.40        2.60     2.60        11.60
725              2.80    4.40         29.80    22.80    55.80   7.00       7.60       6.60  24.80   6.20        25.60            7.80           6.20       12.20       3.60           6.80        4.00     4.60         9.40
730              4.00    3.40         30.20    22.40    54.40   8.20       7.40       6.40  27.20   5.40        26.00            8.00           5.80        8.60       1.80           5.60        4.00     3.20         8.00
735              3.00    2.60         27.80    21.80    53.40   6.40       6.60       7.60  23.00   6.40        25.80            5.40           6.40        8.60       3.40           7.20        2.20     2.20         9.20
740              3.40    2.60         28.00    24.00    53.20   5.60       6.40       6.80  24.40   8.40        26.20            7.80           7.40        9.00       2.40           6.60        3.40     3.20         9.60
745              3.00    3.40         26.20    22.40    53.80   8.00       7.80       6.80  24.40   7.00        25.40            6.80           8.60        9.60       2.80           7.40        2.80     2.80         9.20
750              2.40    2.80         28.40    20.40    56.60   6.40       6.20       7.00  26.40   6.40        28.20            7.20           6.00       11.00       2.80           7.60        2.80     3.40        11.20
755              2.80    2.40         31.20    24.00    55.20   6.20       6.20       7.80  26.80   8.00        25.80            5.20           6.80        9.60       4.20           6.40        2.60     2.00         9.40
760              2.40    3.80         23.40    21.20    52.00   6.40       5.20       9.20  21.40   9.80        25.60            5.20           8.00       10.20       3.00          10.20        2.60     2.80        11.00
765              3.80    3.60         27.60    24.20    56.00   6.00       6.00       7.60  22.20   5.80        30.00            6.00           8.80       11.00       2.60           5.80        4.60     4.60        12.60
770              4.80    2.80         23.60    25.20    51.60   6.00       6.00       6.00  21.40   8.60        30.00            7.20           8.40       11.40       4.20           8.20        3.20     3.20        11.20
775              2.60    2.60         26.60    24.00    54.40   7.00       8.00       5.40  23.60   4.60        27.80            7.00           4.60       11.40       3.60           5.40        3.20     3.20        11.40
780              2.60    3.80         27.80    23.60    52.60   6.60       5.20       7.00  26.80   6.00        26.40            5.20           5.40       12.00       3.80           5.80        2.80     2.40         8.40
785              3.20    4.60         27.00    20.40    56.20   7.80       7.60       7.20  23.20   7.80        22.40            7.40           6.40        9.60       2.80           8.00        3.40     3.80         9.40
790              3.60    3.60         28.20    26.80    54.20   4.60       7.00       6.40  22.40   7.00        28.40            8.00           8.80        8.20       2.60           6.20        4.80     5.00         9.80
795              3.20    2.60         26.40    25.60    53.60   6.20       5.20       7.20  24.20   6.20        29.80            5.80           6.20       10.20       3.20           6.00        3.20     2.80        11.20
800              4.40    3.00         28.80    20.20    55.60   6.80       7.60       8.00  25.60   8.00        24.80            6.40           7.60       10.40       2.80           9.00        2.40     3.00         9.00
805              2.40    2.60         29.40    23.40    53.00   7.40       7.00       7.20  25.00   8.20        27.80            6.20           6.80        8.60       3.20           8.00        2.60     2.00        10.00
810              2.80    1.80         26.80    21.60    54.20   5.20       4.80       7.60  25.20   6.80        27.40            5.20           8.20       10.40       3.00           6.80        3.00     3.00        11.00
815              2.80    4.40         25.40    21.00    53.20   7.00       5.00       9.20  22.40   9.00        24.80            5.20           8.40       12.20       4.80           9.80        2.20     3.20        12.20
