Title: ECSA-81ahaTlTgKJw1QN74r1MbfdS75DMmoHv Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    81ahaTlTgKJw1QN74r1MbfdS75DMmoHv.19H


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home   tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
350              0.60    0.80          3.20     4.00     8.00   0.80       0.80       1.20   2.60   2.00         5.20            1.00           2.00        2.00       0.60           1.80        0.20     0.40         2.60
355              0.20    1.00          4.40     2.80    14.20   0.60       0.80       2.40   4.00   1.80         3.60            0.40           1.60        3.40       0.80           2.40        0.80     0.60         2.00
360              0.80    0.80          4.40     4.80     8.00   1.00       0.80       2.20   3.80   2.20         5.40            0.80           2.60        1.60       0.60           2.20        0.80     0.80         2.00
365              0.60    0.60          4.00     5.00     8.20   1.20       1.00       1.60   3.20   1.60         5.00            1.00           1.40        1.40       0.80           1.80        0.60     0.80         2.00
370              0.60    0.40          2.80     3.80     5.60   0.40       1.20       1.00   1.20   1.00         4.00            1.20           1.20        1.20       0.40           0.80        0.80     0.80         1.80
375              0.20    0.80          3.80     3.80     6.00   1.00       0.40       0.20   3.20   1.00         3.60            0.40           1.40        1.20       0.40           0.40        0.60     0.40         1.20
380              0.60    0.00          2.20     1.80     6.00   0.60       1.00       0.40   2.20   0.40         3.60            1.20           0.00        1.20       0.80           0.40        0.20     0.40         1.40
385              0.40    0.40          2.40     3.60     5.20   0.20       0.40       1.00   2.20   0.40         4.00            0.40           0.80        0.80       0.40           0.60        0.40     0.40         1.60
390              0.40    0.20          3.00     2.40     6.40   0.80       0.40       1.00   3.20   1.20         2.80            0.40           1.00        1.00       0.40           1.40        0.40     0.60         1.20
395              0.00    0.00          3.00     3.00     7.20   1.20       0.20       0.80   2.60   0.80         3.20            0.40           0.60        1.00       0.40           0.60        0.60     0.20         1.40
400              0.20    0.40          4.00     2.20     6.80   0.60       0.80       1.60   3.60   1.60         1.80            0.60           1.20        1.00       0.60           1.80        0.40     0.80         1.20
405              0.80    0.20          4.60     3.40     9.80   1.20       0.80       1.40   4.00   1.00         4.20            0.60           1.80        1.60       0.20           0.80        0.80     0.40         1.00
410              0.60    1.00          4.40     4.40    15.60   0.40       1.00       1.60   4.60   1.40         6.20            1.40           0.80        3.00       0.80           1.80        0.00     0.20         2.80
415              1.00    1.20          7.60     5.60    19.40   1.80       2.00       2.00   6.60   2.40         8.00            1.60           2.60        5.60       1.20           2.00        1.00     0.80         2.60
420              1.00    1.20          8.40     6.60     8.60   1.60       1.40       1.80   6.40   1.80         5.60            1.80           1.80        1.60       1.00           1.80        1.80     2.00         3.00
425              0.60    1.60          5.80     4.20    13.40   1.00       0.80       0.40   4.40   0.80         5.20            1.00           1.20        3.00       0.40           0.80        0.40     0.20         1.80
430              1.40    0.60          5.20     6.80    10.00   1.40       2.00       1.20   5.00   1.00         7.40            2.20           0.80        2.20       0.40           1.00        1.00     1.40         3.00
435              0.60    0.40          6.60     3.60     9.40   1.60       1.60       1.60   5.00   1.00         3.60            1.00           1.20        2.20       1.20           1.40        0.60     0.20         1.40
440              0.60    0.40          2.40     3.40     6.00   1.00       1.00       1.80   2.80   2.60         4.60            1.00           1.80        1.60       0.20           2.00        0.20     0.20         1.80
445              0.20    0.80          4.00     2.20     6.40   1.40       0.80       0.80   3.60   0.40         3.00            1.00           1.00        1.40       0.20           0.60        0.20     0.80         1.40
450              0.20    0.40          5.20     2.80     7.80   2.20       1.40       0.40   4.80   0.60         3.00            1.00           0.80        1.20       0.00           0.40        1.20     1.00         0.80
455              0.20    0.00          3.80     2.80    10.20   0.60       1.00       2.00   2.40   1.20         3.60            1.40           1.00        1.20       0.80           2.00        0.80     0.40         1.80
460              0.40    0.60          4.80     5.60    13.40   0.60       1.20       1.80   5.20   2.00         6.20            1.40           1.60        2.00       0.40           1.80        0.40     0.60         2.40
465              1.20    1.60          6.40     7.60    15.60   0.60       1.40       1.40   5.00   1.60        10.00            1.40           1.80        4.00       1.40           1.60        1.20     1.40         3.00
470              1.00    0.00          6.00     7.80    11.40   0.80       1.80       2.20   4.40   1.60         7.20            2.00           1.60        2.40       1.40           1.60        1.00     0.60         3.60
475              1.00    2.40          4.60     4.80    12.20   1.80       0.80       0.80   4.40   1.80         6.40            0.40           2.20        3.20       0.80           1.40        0.20     0.60         2.60
480              1.40    1.00          4.20     6.00    12.40   0.40       2.00       2.00   3.20   1.20         6.40            1.80           0.60        2.80       1.20           1.60        1.40     1.20         3.20
485              1.40    0.20          6.00     5.40     8.00   1.20       1.60       1.00   5.60   1.20         6.20            1.80           1.60        1.60       0.40           1.40        0.60     0.80         1.40
490              0.20    0.60          6.40     4.60    10.40   1.20       1.20       0.80   5.60   1.20         5.00            0.80           1.20        1.40       0.20           0.80        0.40     0.00         1.60
495              0.80    0.20          4.00     2.60     5.00   2.00       1.40       0.80   3.80   1.00         3.00            1.60           1.00        1.00       0.20           0.60        0.20     0.20         0.80
500              0.00    0.20          3.80     1.80     5.20   0.40       0.20       0.60   3.00   0.60         2.20            0.00           0.60        0.80       0.40           0.80        0.40     0.40         0.60
505              0.20    0.00          3.20     1.80     5.40   1.20       0.20       0.80   2.80   1.00         1.80            0.60           0.60        1.00       0.20           0.80        0.00     0.20         0.60
510              0.40    0.60          2.00     4.00    14.40   0.40       1.40       2.20   2.00   1.20         6.20            1.20           1.80        2.80       1.60           1.60        0.80     0.80         3.60
515              1.00    1.00          4.20     6.40     5.80   0.60       1.40       0.40   3.60   1.60         5.60            1.80           1.40        1.40       0.40           1.20        0.60     0.60         1.60
520              0.20    0.40          3.80     2.60     5.40   0.60       0.60       0.20   2.40   0.20         2.40            0.00           0.20        1.20       0.20           0.20        0.60     0.40         0.60
525              0.60    0.00          2.20     1.00     3.20   1.00       0.40       0.40   2.20   0.40         1.20            0.60           0.40        0.80       0.60           0.40        0.00     0.40         0.60
530              0.00    0.20          2.60     2.00     3.80   0.80       1.20       1.00   2.00   0.40         1.80            1.20           0.60        0.20       0.00           0.80        0.40     0.20         0.40
535              0.60    0.40          1.80     1.40     3.20   0.60       0.40       0.20   1.40   0.60         1.80            0.60           0.60        0.80       0.00           0.20        0.20     0.20         0.20
540              0.00    0.00          2.20     1.80     5.60   0.80       0.80       1.20   2.60   0.80         2.00            0.40           0.40        0.80       0.60           0.80        0.40     0.20         1.40
545              0.40    0.20          2.60     2.60     4.80   1.00       0.40       0.20   2.20   0.80         2.80            0.60           1.20        0.80       0.40           0.80        0.20     0.20         1.00
550              0.40    0.60          4.00     2.20     9.40   1.60       1.00       0.60   3.40   0.20         3.80            1.20           0.00        1.40       0.60           0.20        1.00     1.00         1.20
555              0.20    0.20          5.80     4.80    10.60   1.40       1.20       1.00   5.00   0.60         4.00            1.00           0.80        1.40       0.20           0.80        0.60     0.60         1.40
560              0.60    0.20          4.40     3.40     7.00   1.40       1.20       1.20   4.20   1.20         4.20            1.20           0.60        1.40       1.20           1.60        0.00     0.00         2.00
565              0.40    0.40          4.00     2.40     7.40   1.40       1.20       1.00   4.20   1.20         2.80            1.20           1.80        0.80       0.20           0.60        0.00     0.20         1.00
570              0.00    0.60          4.20     2.80     9.00   1.80       0.40       1.60   4.00   1.60         4.00            0.40           1.00        1.20       0.20           1.80        0.60     0.80         2.00
575              0.60    0.40          6.20     5.20    12.80   1.20       1.00       1.20   6.80   1.20         6.40            0.80           1.20        2.80       0.40           1.00        1.00     0.60         2.00
580              0.60    0.60          6.80     4.00    17.20   1.40       1.00       2.20   6.20   1.80         5.20            1.20           1.60        3.40       1.20           2.60        0.20     0.60         1.40
585              1.00    2.20          9.00     7.40    17.00   1.20       1.40       2.40   7.00   1.80         8.00            1.80           2.20        3.60       0.60           2.20        1.40     1.20         3.60
590              1.20    1.20          7.40     8.00    12.80   2.60       2.20       2.40   6.60   3.20         8.60            2.20           3.20        2.60       0.40           2.20        1.00     1.00         2.00
595              1.20    0.80          5.80     4.60    11.40   1.40       1.40       1.00   5.20   1.40         5.40            1.20           1.80        2.80       0.80           1.40        0.60     0.40         3.00
600              0.80    0.60          5.40     4.60     8.00   0.60       1.80       0.60   3.80   0.80         5.60            2.00           0.20        1.80       1.00           0.60        0.40     0.40         1.60
605              0.80    0.20          3.60     4.40     8.00   0.60       1.40       0.40   3.00   0.60         4.80            1.00           1.20        1.60       0.80           0.60        0.60     0.60         2.20
610              0.20    0.80          3.20     2.80     5.00   1.60       0.60       1.20   3.20   0.80         3.00            0.40           0.20        1.00       0.40           1.20        0.20     0.60         1.20
615              0.00    0.80          4.40     2.60    10.80   1.00       0.40       0.40   3.00   0.60         3.60            0.40           1.00        1.40       0.40           0.20        1.00     1.00         1.00
620              1.20    0.60          5.20     5.20    11.40   1.00       1.20       2.40   3.80   2.00         5.00            1.80           2.20        2.60       0.80           2.20        1.60     1.20         2.60
625              0.80    0.20          5.00     5.60    11.40   0.80       1.80       1.20   5.80   1.40         6.20            1.60           1.20        1.40       0.60           1.40        0.20     0.20         1.80
630              0.60    1.20          5.40     5.40    14.20   1.80       2.40       2.80   5.80   2.00         7.40            2.40           1.80        2.80       0.60           2.60        1.00     1.00         3.80
635              0.60    0.20          5.80     4.80     8.20   0.80       0.60       0.80   3.80   1.60         5.20            0.20           1.80        2.00       0.80           1.00        0.20     0.20         1.60
640              0.80    0.20          3.60     3.40     7.20   0.80       0.80       2.60   3.60   1.60         3.60            1.20           1.40        1.40       1.00           2.00        0.00     0.00         1.60
645              0.20    0.60          4.20     3.60    12.40   1.00       1.60       1.20   4.00   1.20         6.00            1.40           1.40        2.00       0.40           1.60        0.00     0.20         2.20
650              0.20    0.20          6.40     4.80     9.80   0.80       0.80       1.00   5.80   1.80         5.80            0.80           2.00        1.40       0.60           0.80        0.80     0.60         2.60
655              0.80    0.40          2.40     4.40     6.00   0.80       0.60       1.00   1.60   1.00         5.00            1.00           0.80        1.00       0.60           1.20        0.40     0.40         2.00
660              0.00    1.00          3.80     2.60     4.20   0.80       0.80       0.20   3.40   0.80         3.80            0.20           0.80        1.80       0.40           0.60        0.20     0.20         1.40
665              0.60    0.60          2.80     3.20     6.80   1.00       1.00       0.80   2.00   0.80         2.40            1.00           0.80        1.40       0.60           0.80        1.00     1.00         0.80
670              0.40    0.40          2.80     2.60     9.60   0.80       1.00       0.60   2.60   0.60         3.40            1.40           0.40        1.40       0.80           0.60        0.80     0.80         1.80
675              0.80    0.80          6.40     5.40    11.60   1.60       1.60       1.00   4.80   0.40         5.40            2.00           0.40        2.00       0.20           0.80        1.20     1.80         1.40
680              1.00    1.00          5.00     4.80    13.00   0.80       1.80       1.20   3.80   1.20         5.80            1.80           1.20        1.60       0.40           1.20        0.60     0.20         1.60
685              1.00    0.20          5.40     5.80    10.60   1.80       2.40       2.20   4.60   2.00         6.20            2.00           2.20        2.00       0.80           1.80        1.00     1.00         3.20
690              0.40    0.40          6.20     5.60    13.40   1.20       1.00       0.60   6.20   1.20         6.40            1.00           1.40        2.40       1.00           1.20        0.80     0.80         2.00
695              1.00    1.00          6.60     6.40    14.40   1.00       2.20       2.60   5.60   1.80         7.60            2.00           1.40        3.00       1.00           2.00        0.80     0.80         2.20
700              1.00    1.60          7.40     5.20    11.00   2.20       1.60       2.20   6.20   2.40         5.00            1.80           2.00        2.60       0.60           2.20        0.60     0.60         2.80
705              0.20    0.20          4.00     3.60     7.20   1.60       1.00       0.80   4.00   1.20         4.40            0.60           1.80        1.80       0.40           1.20        0.60     0.60         1.40
710              0.40    0.60          3.80     3.20     6.60   0.20       0.20       1.20   2.40   0.80         3.40            0.60           0.80        2.20       1.00           1.00        0.60     0.60         1.60
715              0.40    0.40          2.00     2.80     4.40   0.00       0.80       0.60   1.20   1.00         4.00            0.40           1.00        1.20       0.80           1.00        0.20     0.20         2.60
720              0.60    0.40          1.80     2.80     4.80   1.20       0.60       0.20   2.80   0.40         3.00            0.60           0.60        1.00       0.20           0.00        0.20     0.00         0.80
725              0.20    0.20          3.00     1.60     5.80   0.20       1.00       0.80   1.80   0.60         2.40            1.00           0.40        1.20       0.40           0.60        0.20     0.40         0.80
730              0.20    0.80          2.60     4.00     8.80   0.20       0.80       0.40   2.60   0.60         4.20            0.80           0.80        1.40       0.40           0.60        0.60     1.00         1.00
735              1.00    0.40          4.80     4.40     8.20   1.20       1.40       0.40   3.40   0.20         4.00            1.60           0.20        1.20       0.20           0.40        1.20     1.00         1.60
740              1.00    0.60          5.60     4.00     8.60   0.80       1.20       1.80   5.60   1.00         4.00            1.20           1.00        1.60       0.40           1.40        0.60     0.20         1.40
745              0.40    0.80          4.60     4.40    15.00   1.00       1.40       1.80   4.00   2.20         5.80            1.60           1.40        2.00       0.60           1.80        0.60     1.00         1.20
750              0.80    0.20          7.60     5.40    14.00   1.20       0.80       2.00   6.00   1.40         6.20            0.40           1.60        2.20       0.40           1.80        1.80     1.60         2.80
755              1.40    0.60          6.00     6.60    10.80   1.00       1.20       1.20   4.60   1.60         7.00            2.20           2.20        2.20       1.20           1.40        0.40     0.20         2.60
760              0.40    0.60          3.60     4.00     7.80   1.60       2.00       1.00   4.00   1.80         4.20            1.40           1.00        1.60       0.60           1.40        0.60     0.80         1.20
765              0.60    0.60          6.00     4.40    14.00   1.20       1.60       1.80   5.60   1.60         5.20            1.40           1.80        2.40       0.20           1.80        0.60     0.80         1.80
770              1.00    1.00          4.80     4.80     9.40   1.00       1.80       1.60   4.40   1.20         4.80            1.60           1.40        2.00       0.20           1.20        0.80     0.80         1.20
775              0.80    0.40          6.00     4.00     6.80   1.00       1.20       0.40   4.00   1.20         4.20            1.40           1.20        1.40       0.40           1.00        1.00     0.80         1.40
780              0.80    0.40          4.00     3.40     5.60   1.60       0.40       1.00   3.40   0.60         2.60            0.40           0.40        1.00       0.20           0.60        0.40     0.40         0.80
785              0.40    0.00          5.00     2.60     7.40   2.20       1.00       1.20   5.00   1.20         3.60            1.00           1.60        1.20       0.40           1.20        0.20     0.00         1.20
790              0.20    0.40          4.60     2.20     8.60   1.60       1.40       0.60   5.00   0.60         3.40            1.20           0.60        0.80       0.00           0.80        0.00     0.00         1.00
795              0.20    0.60          4.60     2.40     7.20   0.80       0.40       1.00   4.00   1.20         2.80            0.60           1.20        1.60       0.40           1.00        0.60     0.60         1.00
800              0.40    0.00          5.40     2.40     6.40   1.00       1.20       0.80   4.20   0.40         2.60            1.20           0.60        1.00       0.20           0.80        0.20     0.20         1.00
805              0.00    0.80          3.80     2.60    12.00   1.40       0.40       0.80   4.40   0.80         5.00            0.20           0.80        2.20       0.60           0.60        0.20     0.20         2.00
810              0.60    1.00          4.40     5.00    12.00   0.40       0.80       1.60   3.20   1.80         6.60            1.00           1.40        2.00       0.40           1.80        0.60     1.00         3.00
815              1.40    0.60          6.80     7.40    11.40   0.80       1.60       2.00   5.80   1.20         8.20            1.60           1.00        1.60       0.00           1.40        1.20     0.80         1.60
820              0.60    0.20          4.20     4.40     7.60   0.60       0.80       0.80   4.60   1.80         4.60            1.00           2.00        1.80       0.40           1.40        0.40     0.40         2.00
825              0.40    0.20          4.60     2.60     6.60   1.00       0.80       0.60   3.60   0.20         3.60            0.60           0.60        0.40       0.00           0.60        0.20     0.20         1.40
830              0.20    0.20          5.20     2.60    10.00   1.40       0.60       2.00   5.80   1.60         2.80            1.60           1.00        2.40       0.80           1.20        0.20     0.20         1.20
835              0.20    0.00          4.60     3.80     9.40   1.20       1.40       1.40   3.40   1.80         5.40            0.20           1.60        1.80       0.80           2.20        0.20     0.20         2.60
840              0.20    0.80          4.40     2.80     6.00   0.80       0.20       0.80   4.60   1.00         3.60            0.20           1.60        2.00       0.40           0.80        0.60     0.80         1.60
