"","Time","createOrder","basket","getCatalogue","getItem","getCart","login","getOrders","catalogue","home","tags","getCustomer","viewOrdersPage","cataloguePage","getRelated","addToCart","catalogueSize","getAddress","getCard","showDetails"
"1081","0.000","264","249","2274","1874","4677","505","539","625","2048","635","2345","572","616","904","280","655","271","291","907"
"1082","0.050","253","219","2156","1914","4300","467","507","606","1939","558","2165","521","579","837","260","603","254","263","865"
"1083","0.100","228","231","1989","1761","3977","464","494","555","1840","552","2013","508","527","791","249","563","216","268","818"
"1084","0.150","248","205","1990","1675","3890","443","442","523","1725","547","1919","462","519","753","205","568","211","233","760"
"1085","0.200","250","221","1823","1598","3624","461","393","524","1712","522","1870","442","491","726","231","452","216","235","764"
"1086","0.250","206","234","1819","1462","3527","412","406","516","1589","455","1827","397","516","674","202","497","196","224","700"
"1087","0.300","199","200","1749","1410","3339","423","392","466","1523","447","1709","404","462","634","187","456","171","202","627"
"1088","0.350","189","191","1673","1434","3321","391","359","404","1443","447","1611","388","431","636","202","415","199","178","607"
"1089","0.400","164","160","1613","1314","3111","358","336","381","1334","406","1606","337","436","627","211","436","168","189","569"
"1090","0.450","161","165","1495","1201","2987","326","339","414","1256","418","1469","320","400","605","165","361","172","165","550"
"1091","0.500","163","171","1360","1180","2847","331","294","386","1177","395","1426","302","382","537","163","368","162","126","558"
"1092","0.550","161","152","1339","1155","2576","284","307","347","1159","330","1285","315","340","453","139","358","153","147","516"
"1093","0.600","123","114","1236","1033","2570","319","275","342","1040","320","1223","308","365","516","135","332","148","155","507"
"1094","0.650","129","126","1196","993","2418","284","263","298","1090","328","1187","266","345","439","127","315","146","134","477"
"1095","0.700","134","146","1121","927","2319","283","295","319","985","291","1182","240","301","439","138","302","117","110","433"
"1096","0.750","106","134","1097","894","2165","264","269","265","939","320","1044","288","288","396","134","307","133","98","410"
"1097","0.800","115","96","1076","880","2087","230","227","287","927","277","1065","237","273","401","110","248","110","131","361"
"1098","0.850","120","124","957","797","1966","215","252","236","842","250","1008","206","283","411","98","259","112","110","371"
"1099","0.900","112","106","941","766","1898","193","216","229","843","250","988","221","238","343","98","261","116","105","346"
"1100","0.950","96","103","900","712","1778","201","213","232","821","233","936","202","227","359","99","265","87","98","314"
"1101","1.000","91","91","855","751","1665","186","200","213","785","251","831","187","220","348","108","201","102","91","347"
"1102","1.050","116","98","779","672","1619","207","182","224","731","230","751","156","206","305","100","209","105","82","308"
"1103","1.100","88","88","756","634","1574","168","183","222","699","206","736","192","231","284","96","214","89","78","270"
"1104","1.150","67","94","703","628","1443","196","154","205","642","175","690","158","195","296","78","185","77","90","296"
"1105","1.200","89","68","694","604","1356","186","167","206","622","183","695","165","166","229","70","183","77","87","264"
"1106","1.250","71","85","621","610","1292","126","154","173","597","170","616","158","166","231","73","184","57","61","257"
"1107","1.300","57","74","618","549","1264","151","141","155","583","143","562","146","143","260","68","169","94","82","225"
"1108","1.350","80","79","588","498","1233","151","120","159","519","177","580","123","183","214","60","167","66","69","214"
"1109","1.400","57","72","566","479","1143","132","138","165","506","148","509","120","148","220","57","158","65","63","215"
"1110","1.450","60","54","547","467","1102","135","122","142","454","163","525","129","142","233","57","138","63","63","217"
"1111","1.500","61","68","521","415","1071","129","122","139","432","136","516","122","134","191","62","168","51","59","186"
"1112","1.550","66","64","473","404","977","100","119","137","395","124","508","106","132","203","39","133","51","49","157"
"1113","1.600","40","70","482","398","956","122","108","124","413","123","473","87","124","172","61","108","57","58","191"
