"","Time","createOrder","basket","getCatalogue","getItem","getCart","login","getOrders","catalogue","home","tags","getCustomer","viewOrdersPage","cataloguePage","getRelated","addToCart","catalogueSize","getAddress","getCard","showDetails"
"10","0","0.00","0.00","20.00","0.80","28.20","8.40","2.20","7.00","20.20","4.00","2.60","2.60","2.40","0.00","0.00","5.40","0.00","0.00","1.00"
"11","5","0.00","0.00","8.60","6.60","23.00","0.40","2.40","6.60","7.40","7.40","11.80","2.00","8.00","2.00","0.00","7.00","0.00","0.00","4.60"
"12","10","0.00","0.00","10.20","9.60","22.60","3.40","0.60","3.20","11.20","4.00","14.60","0.80","4.40","5.40","1.80","3.40","0.00","0.00","8.40"
"13","15","0.00","1.20","10.80","8.00","22.20","2.40","0.80","3.20","10.60","3.60","11.00","1.00","3.40","7.60","3.40","3.80","0.40","0.40","6.80"
"14","20","0.20","3.40","10.80","8.20","25.00","0.80","0.80","4.40","7.20","3.60","10.60","0.60","3.20","6.60","1.40","3.80","2.60","3.40","5.40"
"15","25","2.00","1.40","9.00","10.00","20.20","2.20","1.60","2.80","6.40","3.20","12.40","2.40","3.80","5.00","1.80","3.00","2.60","2.00","4.80"
"16","30","2.20","1.60","7.80","13.20","20.80","2.20","3.60","1.00","6.60","2.00","14.80","3.80","2.20","5.00","1.40","1.60","1.20","1.60","6.00"
"17","35","2.00","2.00","13.80","11.00","24.60","3.80","4.40","1.00","12.00","0.80","10.80","3.40","1.20","5.00","1.60","0.80","1.80","1.20","2.00"
"18","40","1.60","1.80","12.60","8.40","22.60","2.60","3.60","3.00","12.20","2.80","8.80","4.20","2.00","3.40","0.40","3.00","2.00","2.00","1.80"
"19","45","1.60","0.40","12.60","11.20","22.00","2.80","2.80","3.80","9.60","3.20","10.60","2.60","3.40","2.00","1.20","3.80","1.20","1.20","3.60"
"20","50","2.00","1.20","10.20","7.80","22.60","2.40","2.80","3.40","11.40","3.00","11.20","3.40","3.20","4.40","1.00","3.00","0.20","0.60","4.40"
"21","55","0.60","0.80","11.60","9.00","22.60","2.40","1.60","4.80","9.80","4.60","11.20","0.80","3.40","3.40","1.00","4.80","1.00","0.80","5.00"
