Title: ECSA-IT1rBcq3hEoNIiljP8cwQqkdl3dhurdh Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    IT1rBcq3hEoNIiljP8cwQqkdl3dhurdh.14Z


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home   tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
420              0.40    1.20          6.20     5.00    16.20   1.00       1.80       1.40   6.00   1.80         7.80            2.00           1.80        4.00       1.60           1.40        0.40     0.40         3.80
425              0.80    1.60          8.60     9.40    21.00   3.00       1.20       3.00   8.40   3.00        13.00            1.40           2.00        4.20       1.80           2.60        1.00     1.40         4.80
430              1.60    0.80         10.60     9.00    20.20   2.40       2.80       1.00   8.80   1.20         9.40            2.60           2.20        3.80       1.40           1.20        1.20     1.00         3.60
435              1.20    1.00         10.60     9.00    17.40   2.20       1.60       3.60   9.60   2.80         9.60            1.60           2.60        3.60       1.80           3.20        1.20     1.00         4.80
440              0.20    1.20          9.20     7.40    24.60   2.00       1.80       3.60   9.00   3.80        10.80            1.60           3.20        5.80       1.80           3.40        1.00     1.60         5.00
445              1.40    2.80          9.80    10.00    18.80   1.80       2.80       2.80   7.40   3.20        11.00            3.00           3.20        5.80       1.20           3.60        1.20     0.80         4.00
450              0.40    1.00          7.00     5.00     8.80   1.20       1.00       1.00   5.20   1.20         5.00            1.00           2.20        1.80       0.80           1.00        1.00     1.20         2.60
455              1.00    1.20          4.60     6.20    10.40   1.00       0.80       1.00   2.80   1.20         5.40            1.00           1.00        2.00       0.60           1.20        1.40     1.20         2.00
460              1.40    0.80          6.80     5.00    19.60   2.20       1.80       1.40   7.40   0.80         7.60            2.00           0.60        3.20       1.00           1.40        1.20     1.80         1.80
465              1.80    1.20         11.40     8.40    19.00   2.40       2.60       4.20   9.00   3.80         8.40            2.20           4.00        3.40       0.60           3.20        2.40     1.60         3.40
