"","Time","createOrder","basket","getCatalogue","getItem","getCart","login","getOrders","catalogue","home","tags","getCustomer","viewOrdersPage","cataloguePage","getRelated","addToCart","catalogueSize","getAddress","getCard","showDetails"
"904","0.000","62","58","523","424","1010","125","116","135","407","150","523","102","123","174","52","129","68","57","216"
"905","0.050","56","63","465","386","964","109","113","132","455","126","495","111","128","186","56","120","60","63","180"
"906","0.100","63","59","471","390","913","115","107","106","376","137","452","107","144","164","55","148","42","51","173"
"907","0.150","53","41","439","343","844","91","92","111","387","126","446","108","116","172","47","130","43","39","177"
"908","0.200","40","39","390","363","856","109","111","101","345","110","413","90","105","149","51","108","55","49","141"
"909","0.250","50","35","378","311","750","78","92","115","350","121","410","104","110","141","39","110","39","42","155"
"910","0.300","48","47","370","307","718","103","89","88","317","105","373","79","87","141","46","105","44","47","138"
"911","0.350","41","48","369","301","679","72","88","93","299","101","336","71","96","138","43","88","35","37","139"
"912","0.400","30","42","348","310","678","92","82","95","324","82","334","67","86","119","39","85","36","36","142"
"913","0.450","38","32","298","271","645","75","64","74","302","81","356","83","81","119","47","83","43","33","104"
"914","0.500","38","31","302","283","604","60","74","75","262","80","291","84","89","97","30","71","41","29","119"
"915","0.550","40","36","288","243","560","59","60","91","251","79","309","68","78","107","36","75","32","26","107"
"916","0.600","37","28","250","226","552","59","66","85","213","73","299","55","69","94","33","69","37","27","100"
"917","0.650","26","28","250","194","561","64","63","72","227","55","221","68","70","92","35","69","26","32","97"
"918","0.700","25","21","256","211","454","65","57","62","205","68","256","53","39","97","28","61","29","22","97"
"919","0.750","33","36","246","210","512","52","47","63","196","56","226","59","67","76","21","52","21","32","96"
"920","0.800","21","26","215","163","436","53","47","57","209","53","212","48","77","87","17","61","17","24","90"
"921","0.850","21","25","208","190","420","59","48","55","213","60","207","38","55","100","27","43","27","22","70"
"922","0.900","22","31","233","177","390","52","51","58","183","53","222","39","69","67","19","66","22","31","60"
"923","0.950","30","28","182","178","360","43","51","55","165","46","196","48","49","66","22","48","18","20","83"
"924","1.000","17","23","173","161","358","56","36","58","180","46","184","41","57","72","15","53","22","20","66"
"925","1.050","21","23","168","133","382","41","38","64","137","48","161","39","53","78","22","44","23","26","74"
"926","1.100","18","14","166","160","351","38","26","40","148","48","158","52","47","79","19","39","11","19","75"
"927","1.150","17","25","162","155","310","33","39","49","131","42","155","35","46","60","22","48","19","15","60"
"928","1.200","11","13","151","118","279","34","35","33","141","45","149","36","46","46","21","32","15","19","48"
"929","1.250","12","19","134","121","286","39","36","30","133","30","124","45","30","59","28","32","27","19","61"
"930","1.300","18","11","133","97","245","26","36","31","121","33","133","36","33","56","7","31","20","15","41"
