Title: ECSA-b1588YfJDrDO54g77DE4xswFOxy4BlPn Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    b1588YfJDrDO54g77DE4xswFOxy4BlPn.19N


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home  tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
580              1.20    0.80          8.40     7.40    16.20   0.80       1.00       1.60   5.80  2.00         6.80            2.60           2.40        3.00       1.00           2.00        1.40     1.00         2.20
585              1.40    1.20          6.60     6.00    10.40   2.20       2.80       1.60   5.60  2.00         6.60            1.80           1.80        3.00       1.20           1.80        0.80     0.80         2.80
590              0.60    0.60          5.60     6.00    14.00   1.80       2.00       0.60   6.60  0.80         9.00            1.60           1.40        2.00       0.80           0.60        0.60     0.80         3.80
595              1.20    1.00          6.40     5.60    14.20   1.20       1.60       2.60   4.80  1.20         5.60            1.80           0.80        2.60       0.60           2.00        1.00     0.60         1.60
600              1.40    0.80          7.20     7.20    18.60   2.00       2.40       2.60   7.80  3.00         8.60            2.60           3.00        4.00       1.60           3.00        0.60     1.20         3.40
605              0.80    2.00          9.20     9.20    17.40   2.00       2.40       1.80   7.00  2.60         9.00            2.00           2.60        3.60       1.00           1.80        1.40     1.00         4.20
610              0.80    1.00          9.00     5.40    12.80   1.60       0.60       1.80   7.20  1.40         8.00            0.80           1.60        1.80       0.20           1.80        1.20     1.00         1.60
615              0.80    0.40          6.80     5.20     9.80   1.60       1.20       1.80   6.00  1.80         4.20            1.00           1.60        1.80       0.80           1.60        1.00     1.20         2.20
620              0.60    0.40          5.20     4.60    17.00   1.40       1.80       2.00   4.80  1.20         6.00            2.40           1.40        2.80       0.80           1.80        0.80     1.20         1.80
625              1.40    1.00          8.20     7.80    14.40   2.20       2.40       1.80   6.40  2.60         9.60            1.80           2.40        2.20       0.80           2.00        1.20     0.60         3.80
