Title: ECSA-7IzBcnFlpNGW7GuoZWeIidYtkbuWwXmD Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    7IzBcnFlpNGW7GuoZWeIidYtkbuWwXmD.19F


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home   tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
185              3.00    2.60         14.80    17.60    34.00   4.20       5.00       6.00  13.60   5.60        21.00            4.80           6.00        6.40       3.00           6.00        3.00     3.00         9.40
190              1.00    1.40         17.60    18.00    36.80   3.60       3.20       2.80  14.40   3.40        20.20            3.40           4.60        8.80       3.60           2.80        1.60     1.60         9.20
195              3.00    4.40         15.80    15.20    37.20   3.80       4.40       5.00  17.20   4.60        18.40            4.80           3.00       10.20       1.80           5.00        2.60     2.80         5.40
200              1.80    2.60         22.00    14.40    38.60   5.40       4.00       4.80  15.20   4.00        16.20            4.40           5.40        5.40       1.00           3.80        3.80     4.20         5.60
205              3.40    1.20         19.40    16.80    33.60   3.80       4.60       4.40  17.80   4.80        17.00            4.80           4.20        4.40       1.20           5.60        2.00     1.40         6.40
210              3.40    1.40         16.80    13.80    33.40   4.00       5.60       4.60  16.20   5.40        16.60            5.40           4.80        7.60       2.00           4.80        1.20     1.20         5.00
215              1.60    1.40         18.60    16.40    38.40   4.80       5.00       5.80  17.00   4.00        19.60            4.80           5.40        4.40       1.80           4.60        0.80     1.40         7.00
220              1.20    2.40         19.40    13.60    35.20   3.60       2.40       5.20  18.00   6.00        16.60            2.20           4.80        7.60       2.20           5.40        2.40     2.00         6.80
225              1.20    1.20         16.20    13.60    34.60   4.00       3.20       5.00  13.00   5.60        17.40            2.80           6.00        7.20       2.80           5.40        1.40     1.20         8.40
230              2.80    2.80         17.00    14.20    36.20   2.60       3.80       6.00  15.80   5.00        17.80            4.40           4.40        7.60       1.60           5.40        2.60     2.80         7.20
235              1.40    1.80         15.00    16.60    36.60   5.20       3.60       5.00  15.60   5.60        20.00            2.80           5.80        7.00       2.20           5.60        1.60     2.20         7.80
